case,num_nodes,num_domains,seed,wan_mb_s,baseline,warmup_requests,target_requests,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,evicted_mb,refused_cache_mb,algorithm_runtime_ms
cider_nodes20_domains4_req1000,20,4,2,30.0,metapipe_reactive_style,500,500,307,193,33.01536384976105,130.3200690594054,161.23395863971265,4689.0,20839.0,10780.0,10059.0,81.63193356314635,1.0,0.7838399999999999,156.30000000000004,24116.0,139.0,935.0356981158257
cider_nodes20_domains4_req1000,20,4,2,30.0,ilrsa_style,500,500,307,193,367.7473549015415,843.8684459706933,851.5603333333332,25528.0,0.0,0.0,0.0,0.0,1.0,0.0331655158232676,850.933333333333,27665.0,0.0,666.6533648967743
cider_nodes20_domains4_req1000,20,4,2,100.0,registry,500,500,307,193,76.42263330945606,230.82425891111492,256.8981702262912,25528.0,0.0,0.0,0.0,0.0,1.0,0.110551719410892,256.69867022629114,25068.0,0.0,677.7695342898369
cider_nodes20_domains4_req1000,20,4,2,100.0,dragonfly_style,500,500,307,193,26.536765931301918,103.32498243479306,112.28228693954671,4169.0,21359.0,2998.0,18361.0,83.66891256659355,1.0,0.7193647619047618,47.28197490110174,24099.0,139.0,947.5016593933105
cider_nodes20_domains4_req1000,20,4,2,100.0,peersync_style,500,500,307,193,26.436062171250928,103.42101994423217,112.89646742141278,2807.0,22721.0,3379.0,19342.0,89.00423064869946,1.0,0.7027818448023426,29.90853322499889,24008.0,1026.0,2603.6259680986404
cider_nodes20_domains4_req1000,20,4,2,100.0,metapipe_reactive_style,500,500,307,193,32.34607011049946,125.98105601116947,141.09912073368986,4847.0,20681.0,9367.0,11314.0,81.01300532748354,1.0,0.64979,51.187802705885325,23571.0,0.0,1003.0801594257355
cider_nodes20_domains4_req1000,20,4,2,100.0,ilrsa_style,500,500,307,193,110.4672070559538,253.14312840325385,257.2456931251664,25528.0,0.0,0.0,0.0,0.0,1.0,0.110551719410892,256.6438103515987,27665.0,0.0,664.1507968306541
cider_nodes20_domains4_req1000,20,4,3,10.0,registry,500,500,308,192,1005.8812812509474,2366.07291299202,2673.040500000002,26721.0,0.0,0.0,0.0,0.0,1.0,0.010438642183179381,2672.100000000005,22634.0,0.0,655.0409868359566
cider_nodes20_domains4_req1000,20,4,3,10.0,dragonfly_style,500,500,308,192,289.3801047527278,629.2330000000004,629.2330000000004,5456.0,21265.0,7272.0,13993.0,79.58160248493694,1.0,0.18055392156862746,545.6000000000006,20898.0,0.0,1090.057335793972
cider_nodes20_domains4_req1000,20,4,3,10.0,peersync_style,500,500,308,192,268.17853935405026,575.3330000000008,575.3330000000008,4917.0,21804.0,7936.0,13868.0,81.59874256202987,1.0,0.19521717911176184,491.70000000000067,20868.0,0.0,2656.6992923617363
