layer_digest,size_mb,num_images,images
sha256:4a8b0b2a5b1937755263ac7ac4ee26db2906c13a5d70f1fb1875ba8e370cdd8f,0.0013,1,nginx:alpine
sha256:387d6e14b64bd2e00ed062eac5345854cad58a845d4c140d1346d93804b09b9f,16.2096,1,caddy:2
sha256:1f5a7c34098263ed15f38850e585c7b34edcd871248867cfede711684a39d4dc,0.0072,1,caddy:2
sha256:bd08a3fe88bb7e7563b8f138581963f397fb7399862b4879d7fbe1ff6bafce54,2.753,1,caddy:2
sha256:a48d17b7c7eaee24e7eb02bb7a4677d676db2e63339674bfbb3189474d27c7d4,0.0004,1,haproxy:2.9
sha256:9dd2eec60d9cc74e63dc8e851e8367596286d12127bc6c692e9fd87d9f35d52b,8.2503,1,haproxy:2.9
sha256:6e909acdb790c5a1989d9cfc795fda5a246ad6664bb27b5c688e2b734b2c5fad,26.8983,1,haproxy:2.9
sha256:dad818277bbc6a8f2ca7051365e3c38917df5b15a8acc9eaa3910e6a0ca9434d,0.0011,1,haproxy:2.9
sha256:14f01b12e34baf61335ddc74b9594bc74e0f5dc04bb2e3da1fa66a09adf0c5c7,3.3372,1,haproxy:2.9
sha256:8168e2be9d205d7f8b76990ad5a6d495782753c0a87dd78d23354d85a5429be1,0.4417,1,traefik:v3.0
sha256:ec99f8b99825a742d50fb3ce173d291378a46ab54b8ef7dd75e5654e2a296e99,3.456,1,traefik:v3.0
sha256:67e108beaf7ab999124e5a818a055627c77fc914d4219428894ee145e04d44ac,0.0004,1,traefik:v3.0
sha256:4c4266770910efb770c6a364e5c3df8dce8f41084200d0e626a649d4355f5ad5,41.3736,1,traefik:v3.0
sha256:979091d7194e04769585896205808e30477930f91bad468ad1ee0d8bd2f4dc17,0.0005,1,varnish:7
sha256:18944dae82a25a4881028dd55772eed24b1c8be1950466b6eca61af312c365b5,82.5551,1,varnish:7
sha256:235840fec02341cf6a06d9789cc95025caf43e0fb0546f4d04f761f0a49468a3,0.0014,1,varnish:7
sha256:ce1261c6d567efa8e3b457673eeeb474a0a8066df6bb95ca9a6a94a31e219dd3,28.3942,1,varnish:7
sha256:62f1cc0a64cab12a54d6a77b8472ad3809c85088ee0f8778005743e539bc8055,0.0008,1,mysql:8.0
sha256:fe997c72f3e9c8dc35c23c2eacb22bb473ebef1f712226bb748ba499c6af165c,0.0003,1,mysql:8.0
sha256:4f7cfd23b1113bed914c161f89482864faa8382a5102db2cd9df39114f129e2c,0.7473,1,mysql:8.0
sha256:bb5107df7baaf29d90d3f3cd5c8b8d9bb0e9786e901a49be069e0d37e4c07bae,45.1182,1,mysql:8.0
sha256:a0db31010df32f3e8b49a0764ea310afe93b6b3c5ab6f89359cb4695a9b0f636,123.3805,1,mysql:8.0
sha256:b723faee7585ac532524b3f359fe7193ce4a64089855317848333d44196fcffa,0.0051,1,mysql:8.0
sha256:139627f60883efc152aa6a64f01c1f9fdffd51792168ec3c324dd11f7444a3f0,0.0001,1,mysql:8.0
sha256:09b552d7265316c8dfbffce20c4f8480c6c05d599dd5b19789904eb0b0f05b9e,0.0003,1,mysql:8.0
sha256:c689d1836928c5a3cc38676953334a54069a73b7302210c2f281f207606461e5,5.8844,1,mysql:8.0
sha256:caa784df8611230c5d24640df01a9e1e3c881b91c649fef3b4fd85d45491ab92,0.0025,1,mysql:8.0
sha256:38fe0e0986defcc3ee8b4755c308fa72fc28e1304a6f2f29a419549aa1e10be3,47.62,1,mysql:8.0
sha256:f3539dd2d0485eb497a8f4d9ea03657f394dc6a9a556c4a445e8bd5b6a7d18fd,0.008,1,mariadb:11
sha256:245e1cb302effe306a46102e8fd3343414333e9119edd720ab739339cbc7bbe8,67.9307,1,mariadb:11
sha256:0116834e99dd7874e5264d7f13aaaab3e4aac7b564bfbaac0a6e967b59e50394,0.0013,1,mariadb:11
sha256:6dcdc7a91ff8ae7acf43fd6694f56d37d1f63b43b193ddffc87894fdcfc206d7,0.0001,1,mariadb:11
sha256:b40150c1c2717d324cdb17278c8efdfa4dfcd2ffe083e976f0bcedf31115f081,28.3556,3,eclipse-temurin:17|eclipse-temurin:21|mariadb:11
sha256:d3bbef19fafa0955dd6d7ba6a150ee18e63002a6163e1ac0c1f2efe3eb5d646f,0.0038,1,mariadb:11
sha256:9c8268738fdab41eb8ac5e3b25e46183985e87f665a0255f012088c5d074ade7,5.0431,1,mariadb:11
sha256:51582e7b7eae1cb63b361478763fcac3f1dc49d3f73a3697b3a0892a43cd7420,0.0003,1,mariadb:11
sha256:4acdaa1c2fd45aa712a57bae18d7d88e0a57d362609b2ee55e03f7f7d3cc3160,1.3714,1,redis:7
sha256:644ec7b8f887c5f478152ba349de6bd873b0b622986db9e99b06cbe0feed55f3,14.6379,1,redis:7
sha256:ff86ea2e5edce334d19a34fbc65d1a511aa1fc823dba1110422f991aa56b44d4,26.9282,2,cassandra:4.1|redis:7
sha256:2cd1a6f9cda12b72acf3cbf4f093828c188182ea26821c6cf2b36853e9b75b15,0.0005,1,redis:7
sha256:5547517b698f5ae3dd409659623c796c0c87d6d507b822b108d48ec6a27a01ec,0.0001,1,redis:7
sha256:6789623e0cdc9c0a3497788f4e217cba8153f7b73c8179d52590d384792efd94,0.0008,1,redis:7
sha256:aa6270f3c16d6ed79f3dd0808f0cc57f7a6d38d7f378793464b2d5db044844a0,0.001,1,redis:7
sha256:51bf34b872a6a0f07cfecb558f74bc62c3ddca8e6c772df9e1872036c01a9d09,0.1651,1,redis:7-alpine
sha256:47836b8a3274181a3e53dc6f6f094813894162694a32dab3d496c6b1b54e58e8,11.8362,1,redis:7-alpine
sha256:9572acab3f326aa0e2cbdc135a27bb956bf9147c1a76e82db442b56cc271ae19,0.9566,1,redis:7-alpine
sha256:6447bc944d8503b2a8b77dca7fc3692ee465d96ca418a8973becc586ff5fc0ea,0.0005,1,redis:7-alpine
sha256:2da9501c87e460b714866826a9ec760ba8d9f266b0c6241da7ddd4b29ecc1f1d,0.0001,1,redis:7-alpine
sha256:897d797d2723cf0e318402f4d6f37d51b011517e5cf09246b22155f0fa90dc81,3.4779,1,redis:7-alpine
sha256:1f0676652ae4c3615f65d5b37b975b126dd46aab037473754c5acf945afdfb37,0.0009,1,redis:7-alpine
sha256:102496efe6c148e5c17c4ff8938c2c1226753d954f8ce9a297fb5a022c14a276,7.8238,1,postgres:16
sha256:2952c21578f5b7a37afcde7105b8eaef91284dbaf8e679ada71f174ad76ea9d7,1.2509,1,postgres:16
sha256:3618b5f7b5bce820ca2bc4fdf64da4f33a5fc10cf9925127a543a4ab1d09022b,0.0096,1,postgres:16
sha256:a88738cb34413e68f8c951381ee3576252544d295e25eea9103cc37351dc2168,0.0001,1,postgres:16
sha256:a13375e48b679f8eb5e8270e864970b0d00c9a08b383e88c3a60c52078bd5cf3,0.003,1,postgres:16
sha256:f2aef946c609a7e01d587e72825059b0cd79c2f9237470cf5a02773a558d0413,1.1985,1,postgres:16
sha256:9e42eccf4bc06c75ba125748717d21a947f23d04f6f789f7d0aafba45c26b787,0.0001,1,postgres:16
sha256:8e80c373fbadbac31f9844fe71984d24f30f2eba0be5cbd36f5a9731171ba8f6,107.8788,1,postgres:16
sha256:3326b6522e5b1155762867bbb7e9371a216e89ea4b459b37b2e082c26b208716,0.0011,1,postgres:16
sha256:9ebf6f2e52f35df2a2f1158e3425dba816e41c1aa045648f39e72e5654d3446a,0.0002,1,postgres:16
sha256:decd178ddeb0a319184fbcb714cfa578665ce408d02de164e960c6ff9fb8bfce,6.1428,1,postgres:16
sha256:d65fa596db1bb4065fa46bb5822c4a5b70460f4765fcfde1c0753cc217b26f7b,0.0058,1,postgres:16
sha256:cef33b0ec2318453743ed2bb9ac0e7877b751a919d144c81ac4ec86ab1847aa8,0.0002,1,postgres:16
sha256:00da1877cea649bd1f0d40e6de1e6b022bbd414e17f3bbdd1fc35e20692f22f2,0.0058,1,postgres:15
sha256:ac28d232c7f321ef140f097a156efc4850203123ad8eaaafcd0f0c7c537012bb,7.8238,1,postgres:15
sha256:be67b9cdfb60be1f0bcdc4b0b5bfe66160fe4160520759a99feb54bc106f40dc,0.0011,1,postgres:15
sha256:dd1cc88a000ae0883b72ba181d018bc3f379fbb0b72a47f4c232fb1b100ce993,0.0001,1,postgres:15
sha256:3e0c43622abe3fa84c9f2f62a0761ca4e9aecf34f77cce069419046d10a8dd8f,0.0094,1,postgres:15
sha256:0892560966bb9db698519497f2cb778e7e01d3f34a102f1c841f950d4a425387,0.0001,1,postgres:15
sha256:c375454b4ff08a2c64da2cb9c8dff309a2e0a6094d082de34fe55e448f3eb3ff,6.1428,1,postgres:15
sha256:4c7f2d7f4f80c78a6c6767a0b01b02c60eec42d65e49a873fce9b5ccc96469ff,105.8788,1,postgres:15
sha256:26803cb302a437ce4ad1b395b6debb27fc1a327cf3ec097abf0871ad4e853784,0.0002,1,postgres:15
sha256:fa77b44f96d23642e73f6cdcdc2598dc8804d63959ec389a974c933d92a7f9b0,1.2509,1,postgres:15
sha256:58e6420a078246b9419f5b34c9aafb6cf9db9d774532e671e9d32368752e6593,0.003,1,postgres:15
sha256:ff8482cd03b77188aa6d7ba79810ebfc3571a6fe69f9dc340b865bd489c2f325,1.1985,1,postgres:15
sha256:9fa019823549077b371f85b3fb3f6508984bea28648a3298c3a79b6c53770f4a,0.0002,1,postgres:15
sha256:ca569b65ef306c222e38bfead469c8348a98de872ee3de7d9eeb0ed3f268191c,249.8087,1,mongo:7
sha256:3cc04c30b68353a7f7ffaf85e5d54e105ff4a54de2ec087a681fa7a679762705,1.4437,1,mongo:7
sha256:f63eb04151bcac21ad049f8d781b97b219aba392c5457907f8f3e88e43eb48ec,28.3589,3,eclipse-temurin:17-jdk-jammy|mongo:7|zookeeper:3.9
sha256:d6c3936058f857fe18a0aaf4847c9efeea352e030e0c8b2ec7223555ce811ad7,0.0017,1,mongo:7
sha256:55afb70c4b4029464d2ccc35fd3c7476ffd0ab9a9cad160f8496473993e131ac,0.0048,1,mongo:7
sha256:f7d67ced60aefcbe0c8cc824d88511b73c7e574df4cfe8a894e54e5172f8fd7d,0.0001,1,mongo:7
sha256:812fd3eb0892c399d9ada2e1213f44540475b0054841fb32ef708c942645cea2,0.8565,1,mongo:7
sha256:78f55ddaf28c4f84add7e68d62c6a81c2d92fe434e3da822a26d8b4d5f5c8b9f,0.0002,1,mongo:7
sha256:c91ff88aa5b8d260f41cb314fc72f487c9f4a062fdf7cbde0ce2fb4b9bf0a709,0.0001,1,cassandra:4.1
sha256:09c5847e2e893ecbabb6fcc2037d4b8caaa0c233a1c8e847cfcd6bedeaa10166,0.0011,1,cassandra:4.1
sha256:2f776c026ae72fff1f72f7cdec9ce2a73d1c60bbf3ba6a00565d3e6b9116341d,1.2079,1,cassandra:4.1
sha256:d8e398fc9097fd58dbf7e5fa113b973e98c6250ff9fa06c5af20051b716751e9,17.3095,1,cassandra:4.1
sha256:3601d2017cd0f6940813ca9763d4fc02e457b9dcdcd938d356e20ba4f306714f,51.6839,1,cassandra:4.1
sha256:a5465c8d9e484ff42a216153a462d16ee29da2c9f5ae5c3435fed6de1cb15a12,0.0012,1,cassandra:4.1
sha256:76bad00b36bbeebc863e9c47e3b75548cb371723acba3b8546b9cbed0a4bd33f,45.1039,1,cassandra:4.1
sha256:efa05c660812131ce38eebdb654a1276825344dcfd19d75013cb9fa7de2a6100,0.0002,1,rabbitmq:3-management
sha256:5e1c03b67a7854a75091d07c703298fd41dbf1fa4b3566521c5c438f4b0a986d,0.0006,1,rabbitmq:3-management
sha256:14e6209d5fa82fda6b0a2a29e71378dcd4b4528fe5b0824a445dd45ddcbcab6e,0.0008,1,rabbitmq:3-management
sha256:beb0d870d43804b802c0c9de117b0f4559d55a19f8d8ec210ead13790785962a,0.009,1,rabbitmq:3-management
sha256:3fadc669ef1109fe5b0b01d402e7122ac2fe694b09e48f447fb45452965b91ae,41.4624,1,rabbitmq:3-management
sha256:f4e7f62f4b80395c0f0da29b68e9e394176c97793e5bcfb974f1024c0dd6c709,0.0001,1,rabbitmq:3-management
sha256:d686b50ce172a810f738116ea3ac63fd7edb43569b63de1ae798f047b75b6f18,11.8879,1,rabbitmq:3-management
sha256:d63c4408fdb7f18d34b259558dd294045a168f0723fa17a785a82ef3eaf73fa4,20.3259,1,rabbitmq:3-management
sha256:7084ac8f4ab6e7759662f17795acfa25517fb96c91d711c81f22f967c433d556,7.122,1,rabbitmq:3-management
sha256:20043066d3d5c78b45520c5707319835ac7d1f3d7f0dded0138ea0897d6a3188,28.3477,1,rabbitmq:3-management
sha256:e007562ed65e8aa941dbb159078fc35e51f2378385997d673ff39b4d6b6d0c97,0.0022,1,zookeeper:3.9
sha256:7b87a276eede96b082c7728d745f0a25d0f246458eaa1d419411fb048403f247,0.0017,1,zookeeper:3.9
sha256:8758592b33ad5f822bf7c9d3db4151dca19abc9d62b236bee7a00af1f997e134,1.0916,1,zookeeper:3.9
sha256:a1b8f7509ae1b30e54ce560974758f550dcf122f90197a5ef95486959a756060,15.4027,1,zookeeper:3.9
sha256:95f3568ba76ea6d97e9c2c393f0a402371cba409856a0ef86d9bf4821182a7d7,45.2374,1,zookeeper:3.9
sha256:b5b777945cb531796e3b41d7173704f3fdc2d7011ca46c9a27a4237eb04af664,0.0002,1,zookeeper:3.9
sha256:c5cd26cd0a20cd3d9333cae4599d1ecedfd7953b55d07a60bf38e6bcaca71aed,0.0007,1,zookeeper:3.9
sha256:c0e5f47f2313da96413d86c72226f81aca7142af02c29b83c25b5f623c61b271,21.7834,1,zookeeper:3.9
sha256:08c22ad08fb47bf09fcaf0d574e859bebb56059e77b4dc65284fdbe3ca0637e6,5.8752,1,eclipse-mosquitto:2
sha256:f662e87835a0abea8bec025b6772ad079a1771c0f856a2ba4c4ed1bc34cb2181,0.0003,1,eclipse-mosquitto:2
sha256:8dc9f8d83356623edd591cde47fb5accec9c91519bf5e2a2ecbaba378696eff7,5.8908,1,nats:2.10
sha256:c49e098ffab4c9bd69f9aae5b0c97f11a8821101d684dde091e90b0cf740cc88,0.0005,1,nats:2.10
sha256:6d464ea18732475d5c3591f1eba3ee96a974808791a5fe103ea1c33199f2eb74,0.0002,1,registry:2
sha256:3493bf46cdec3b8ecbb96c0b1cd7fc5f90964306b7c55a0136dac0beeaa627f9,0.0004,1,registry:2
sha256:8e82f80af0de06ae95429a79d00ae7e98c0f5ded5555a06c024757d81371a742,6.1071,1,registry:2
sha256:bbbdd6c6894b7d41bab22098e3a0fff77de4a231f5b407224ead5b3f26cc4ff3,0.282,1,registry:2
sha256:61717c19c02cbbe90ee9461a5b2c1cdf018026cd56bff6b91c014d4c11915521,10.8763,1,wordpress:6.4
sha256:d3ba065e262ff15c57d91609cae32d80920edac1e9b0826e0d8cf5f0f3c60107,0.0003,1,wordpress:6.4
sha256:6a1b2cfb806df514ad4cf5cffa00c66aaa6322c1ef8f3b1c597592771925569b,0.0005,1,wordpress:6.4
sha256:bc1f0226f3e099206e04eee6487ad90c1707be5f695481a23bf910ac96bbd8fa,11.8501,1,wordpress:6.4
sha256:8bbdd858fc7faa5d77fba54fd586a17733742533e84ee67699e2c4fc3e8d7430,25.0377,1,wordpress:6.4
sha256:5de14226e1706b621fe796af63b375db247a2490752558ed4f5ea40648234129,0.0002,1,wordpress:6.4
sha256:11fdc22aa1f1fe2e1a71719b729c222b67431596e690a72ea02a0bb788cb924b,0.0023,1,wordpress:6.4
sha256:c1f1b407f7499799755557f8769bbeb98d0573d6092913d5303cf951acdace0b,0.0005,1,wordpress:6.4
sha256:7260c53ad5514ac74790e944e674cbe2a2e0178c80be84ece7f71eace9e60046,0.0003,1,wordpress:6.4
sha256:d578b5a1528c4b872e12138b482c3ca6e010feaef2346b46d7956660c4d8b9e9,0.0022,1,wordpress:6.4
sha256:e264a5810a0db9e5eb3a4cd537ad6c51d1b912d3cd856df1aa2c8e4ad17c0842,0.0004,1,wordpress:6.4
sha256:ea78bdda6e0709f09e45e7764fe9ab65a00221b0789aecf37a1df9ef7e05af7f,0.0016,1,wordpress:6.4
sha256:142ecae067f5d5cbf3c2a3cf42d5677472bc8cc633b8ccea33d011749bb84661,19.3633,1,wordpress:6.4
sha256:424316b50275f4b580d362894b8162255d0017433cd4b6cadbebbe8181af0c91,27.6235,1,wordpress:6.4
sha256:994087df8b58cd81d468f9e842f33b9b4b02f9b33b53e7ef279ab66c0739db09,0.0005,1,wordpress:6.4
sha256:6fe9d92b0a5a6c580db680146cf9b4b1575896f365363d2190b3f0349026e4fe,0.0002,1,wordpress:6.4
sha256:8a1e25ce7c4f75e372e9884f8f7b1bedcfe4a7a7d452eb4b0a1c7477c9a90345,27.775,2,rust:1.76-slim|wordpress:6.4
sha256:0e7e33e51798f50c595009957f99bc14036b25cc5b82fe774c464218069f7d08,0.0183,1,wordpress:6.4
sha256:471efce0ff500efd7eb21a0daca069d403f3eb4b437b85ba95f63f4d57ea5b37,0.0009,1,wordpress:6.4
sha256:d5aaf617d1d2bc41efbec77e9f05370e6f35d8f4363fb26fa04883ec538b7d66,99.5212,1,wordpress:6.4
sha256:d56685b919d4628366c52df8f7e73d5f0b94e7ffda6bce48fa34e445fa3da2a0,23.1881,1,wordpress:6.4
sha256:e97ac866edba5d8600572c2a8389a73fc66e6a385fd4cdf361943c6dfd5d5153,11.0427,1,ghost:5-alpine
sha256:589002ba0eaed121a1dbf42f6648f29e5be55d5c8a6ee0f8eaa0285cc21ac153,3.6829,1,ghost:5-alpine
sha256:0f32fa910c76f8d8d715c5009b6fa028af53efa371e036e4d44937d8f9ac183a,109.5836,1,ghost:5-alpine
sha256:ad6d96c196e3198e14ea37df8bba4f54bf92fb525eb65e49fa4027c7dee13f80,40.8008,1,ghost:5-alpine
sha256:eb87f4721c91769ed5206f34a9ab6ec98fc1d5235c12c2fc956665b1155e9ecb,1.2037,1,ghost:5-alpine
sha256:2f7d67e8a832c42b678355b580b89c275badc50789b2ea15430a0b88b1d99a2c,0.0005,1,ghost:5-alpine
sha256:e31b2016552274339ed88ed4a438d78bf37e0f6bdf328d02207b2a598c1ef86d,0.0004,1,ghost:5-alpine
sha256:14d9a0aaa90ef05be2fd9a6b377ddd409cbc2f1e843317c63a56495971394db3,0.8853,1,ghost:5-alpine
sha256:5a106b9634effefe3ddbf2725d5e37a5fb2edb5e62e7d4a88e76158a4e2abf08,0.7838,1,ghost:5-alpine
sha256:2f2ab6e4eb4619f7b8506c38dc79c8adf77acffb7622bc15ceeabb0fbc73b8a1,1.1927,1,node:20
sha256:76e6b8204a89d20e7915fdc9a98ff33cb65fd7ce44ecf5a84b6cfca4bdb3d6d0,46.3704,1,node:20
sha256:2933ecab0f11302fd71f29aa83ad2904683246f7a8320ad0dc3a60b23f05fee9,201.746,1,node:20
sha256:e5203b2bfeff92b72e816dc6cbb1f16856f0cd592e521e3c0cfa195a78fe180e,22.9285,1,node:20
sha256:8fcda2b4d7993820b00c5488d173051e76d01ba6b85620617ba77001b0f9e2fa,61.4138,1,node:20
sha256:0b22ec2d9b1a1a0e906e301b5ef08efe7774d5fc001b9cfa08e4e980152a0357,0.0004,1,node:20
sha256:db53381ee51f9e43304e236099ba097ae1b33ae41a8007e0b6319992eb55fd00,46.2424,1,node:20
sha256:c83419f4430962505175b565eb8a24aafeaa4d441c0b22234e94c6e8160848ba,0.0032,1,node:20
sha256:b2cbbfe903b0821005780971ddc5892edcc4ce74c5a48d82e1d2b382edac3122,1.2037,1,node:20-alpine
sha256:4feea04c154301db6f4a496efa397b3db96603b1c009c797cfdde77bea8b3287,41.2268,1,node:20-alpine
sha256:fff4e2c1b189bf87d63ad8bd07f7f4eb288d6f2b6a07a8bb44c60e8c075d2096,0.0004,1,node:20-alpine
sha256:dd71dde834b5c203d162902e6b8994cb2309ae049a0eabc4efea161b2b5a3d0e,38.1597,1,node:18-alpine
sha256:1e5a4c89cee5c0826c540ab06d4b6b491c96eda01837f430bd47f0d26702d6e3,1.2022,1,node:18-alpine
sha256:f18232174bc91741fdf3da96d85011092101a032a93a388b79e99e69c2d5c870,3.4735,1,node:18-alpine
sha256:25ff2da83641908f65c3a74d80409d6b1b62ccfaab220b9ea70b80df5a2e0549,0.0004,1,node:18-alpine
sha256:9cb31e2e37eab1bff50f727e979fcacb509e225fb853433a6fe21d2fb34e6305,28.1677,1,flink:1.18
sha256:4bf2a4e8b353be69b442f45259691d65ef85a8dd97c02a339a0e128f05088536,0.0022,1,flink:1.18
sha256:d854889cc3907acabb01aa052b8f112d7bdff0b071fd1b8ab2cdccc59b516167,0.0002,1,flink:1.18
sha256:b5206bea2fe4490995edfda939ae0730f484b6927274dc754e1bc2e040de16d6,0.0001,1,flink:1.18
sha256:2655aac6232689c56921ce104105e5731087637e0809b5060f4aa4a7849a8536,0.8588,1,flink:1.18
sha256:f7988bfb5529fb85284fe5b1b20470912746d60c808fa72d6854fa5e964a4753,45.0293,1,flink:1.18
sha256:81cf85eebb082585c3071e2f73bc81bc34f564beabe7126420dc8646be9d0e11,0.0044,1,flink:1.18
sha256:2218709e815fb56b0b64c187c009b0c907a7935bc70e1133db22c79cd58e71ee,15.3877,1,flink:1.18
sha256:b2ff9e0a7b41ef54b7df8fc3b246f1c1a02ad4f9842e78a0b1d39682ea5f9ef5,459.0917,1,flink:1.18
sha256:a75f43d4b4e111fd873a1de7a4e458f927942a24761128488341129083314257,0.002,1,flink:1.18
sha256:999615b2b4db12059a2f8de69e50fd873dc41822fd8b700dee59a964f057146b,1.1154,1,flink:1.18
sha256:286cf14499d5b0f1da8709959ce97f11188bd32cbb5b46a0892214ccdfc88861,0.0022,1,eclipse-temurin:17
sha256:75f3fd0f1c2176e779aabd80195ebcf9b908f943622f8d916931360b0cbf665b,138.8872,1,eclipse-temurin:17
sha256:78dbd4bf6df60adadc649324ed935bca4d910519f68acf374ab030c3c9cb3048,21.9015,1,eclipse-temurin:17
sha256:f907e7b2d67743a675319ea202651b65dc9b515430be6018c6fd18bf88461f64,0.0002,1,eclipse-temurin:17
sha256:4c04484493efcfd7e51bf5a2b0fd48785467c07b702d13ff31d875e655c93d90,138.8868,1,eclipse-temurin:17-jdk-jammy
sha256:4feccd4212dbc0638aabfe5cb211a26d315fca393ed3cd14a94594119d3e9e45,0.0002,1,eclipse-temurin:17-jdk-jammy
sha256:a096113c0f3bf06f9458c8fe46dee585723223fc2327bbd8733e2db148e3fcf9,0.0022,1,eclipse-temurin:17-jdk-jammy
sha256:9d8d29a7fb5a5eff078d445b26c980850504fe70e1e71a16a3f29389b428fff0,19.7354,1,eclipse-temurin:17-jdk-jammy
sha256:a2c74f5c2809456d4ea1d8df7e9a8c6ce210cd1a451308fd3ee42cd5613fac2f,21.9016,1,eclipse-temurin:21
sha256:2ef33ef1b9930d5fb66257dbd8fbe7e1ccb258d35b87243481902922fdcfae86,0.0001,1,eclipse-temurin:21
sha256:e9d29f6a4c60335d154318f22c76be42011017740ad6c05fdb6d56ee283f3030,0.0022,1,eclipse-temurin:21
sha256:3b9a1e97487bbf567fd39c1a971160f21dc69bfea8eeb8bfc923b39fe9c05f8d,150.5543,1,eclipse-temurin:21
