image_a,image_b,shared_layers,shared_size_mb
redis:7-alpine,ghost:5-alpine,1,0.0
redis:7-alpine,node:20,0,0
redis:7-alpine,node:20-alpine,0,0
redis:7-alpine,node:18-alpine,0,0
redis:7-alpine,flink:1.18,0,0
redis:7-alpine,eclipse-temurin:17,0,0
redis:7-alpine,eclipse-temurin:17-jdk-jammy,0,0
redis:7-alpine,eclipse-temurin:21,0,0
redis:7-alpine,php:8.2-apache,1,0.0
redis:7-alpine,php:8.2-fpm,1,0.0
redis:7-alpine,ruby:3.2,0,0
redis:7-alpine,perl:5.38,1,0.0
redis:7-alpine,rust:1.76,0,0
redis:7-alpine,rust:1.76-slim,0,0
redis:7-alpine,prom/prometheus:v2.52.0,0,0
redis:7-alpine,logstash:8.13.0,1,0.0
redis:7-alpine,telegraf:1.30,0,0
postgres:16,postgres:15,1,28.4006
postgres:16,mongo:7,0,0
postgres:16,cassandra:4.1,0,0
postgres:16,rabbitmq:3-management,0,0
postgres:16,zookeeper:3.9,0,0
postgres:16,eclipse-mosquitto:2,0,0
postgres:16,nats:2.10,0,0
postgres:16,registry:2,0,0
postgres:16,wordpress:6.4,0,0
postgres:16,ghost:5-alpine,0,0
postgres:16,node:20,0,0
postgres:16,node:20-alpine,0,0
postgres:16,node:18-alpine,0,0
postgres:16,flink:1.18,0,0
postgres:16,eclipse-temurin:17,0,0
postgres:16,eclipse-temurin:17-jdk-jammy,0,0
postgres:16,eclipse-temurin:21,0,0
postgres:16,php:8.2-apache,1,28.4006
postgres:16,php:8.2-fpm,1,28.4006
postgres:16,ruby:3.2,0,0
postgres:16,perl:5.38,0,0
postgres:16,rust:1.76,0,0
postgres:16,rust:1.76-slim,0,0
postgres:16,prom/prometheus:v2.52.0,0,0
postgres:16,logstash:8.13.0,0,0
postgres:16,telegraf:1.30,0,0
postgres:15,mongo:7,0,0
postgres:15,cassandra:4.1,0,0
postgres:15,rabbitmq:3-management,0,0
postgres:15,zookeeper:3.9,0,0
postgres:15,eclipse-mosquitto:2,0,0
postgres:15,nats:2.10,0,0
postgres:15,registry:2,0,0
postgres:15,wordpress:6.4,0,0
postgres:15,ghost:5-alpine,0,0
postgres:15,node:20,0,0
postgres:15,node:20-alpine,0,0
postgres:15,node:18-alpine,0,0
postgres:15,flink:1.18,0,0
postgres:15,eclipse-temurin:17,0,0
postgres:15,eclipse-temurin:17-jdk-jammy,0,0
postgres:15,eclipse-temurin:21,0,0
postgres:15,php:8.2-apache,1,28.4006
postgres:15,php:8.2-fpm,1,28.4006
postgres:15,ruby:3.2,0,0
postgres:15,perl:5.38,0,0
postgres:15,rust:1.76,0,0
postgres:15,rust:1.76-slim,0,0
postgres:15,prom/prometheus:v2.52.0,0,0
postgres:15,logstash:8.13.0,0,0
postgres:15,telegraf:1.30,0,0
mongo:7,cassandra:4.1,0,0
mongo:7,rabbitmq:3-management,0,0
mongo:7,zookeeper:3.9,1,28.3589
mongo:7,eclipse-mosquitto:2,0,0
mongo:7,nats:2.10,0,0
mongo:7,registry:2,0,0
mongo:7,wordpress:6.4,0,0
mongo:7,ghost:5-alpine,0,0
mongo:7,node:20,0,0
mongo:7,node:20-alpine,0,0
mongo:7,node:18-alpine,0,0
mongo:7,flink:1.18,0,0
mongo:7,eclipse-temurin:17,0,0
mongo:7,eclipse-temurin:17-jdk-jammy,1,28.3589
mongo:7,eclipse-temurin:21,0,0
mongo:7,php:8.2-apache,0,0
mongo:7,php:8.2-fpm,0,0
mongo:7,ruby:3.2,0,0
mongo:7,perl:5.38,0,0
mongo:7,rust:1.76,0,0
mongo:7,rust:1.76-slim,0,0
mongo:7,prom/prometheus:v2.52.0,0,0
mongo:7,logstash:8.13.0,0,0
mongo:7,telegraf:1.30,0,0
cassandra:4.1,rabbitmq:3-management,0,0
cassandra:4.1,zookeeper:3.9,0,0
cassandra:4.1,eclipse-mosquitto:2,0,0
cassandra:4.1,nats:2.10,0,0
cassandra:4.1,registry:2,0,0
cassandra:4.1,wordpress:6.4,0,0
cassandra:4.1,ghost:5-alpine,0,0
cassandra:4.1,node:20,0,0
cassandra:4.1,node:20-alpine,0,0
cassandra:4.1,node:18-alpine,0,0
cassandra:4.1,flink:1.18,0,0
cassandra:4.1,eclipse-temurin:17,0,0
cassandra:4.1,eclipse-temurin:17-jdk-jammy,0,0
cassandra:4.1,eclipse-temurin:21,0,0
cassandra:4.1,php:8.2-apache,0,0
cassandra:4.1,php:8.2-fpm,0,0
cassandra:4.1,ruby:3.2,0,0
cassandra:4.1,perl:5.38,0,0
cassandra:4.1,rust:1.76,0,0
cassandra:4.1,rust:1.76-slim,0,0
cassandra:4.1,prom/prometheus:v2.52.0,0,0
cassandra:4.1,logstash:8.13.0,0,0
cassandra:4.1,telegraf:1.30,0,0
rabbitmq:3-management,zookeeper:3.9,0,0
rabbitmq:3-management,eclipse-mosquitto:2,0,0
rabbitmq:3-management,nats:2.10,0,0
rabbitmq:3-management,registry:2,0,0
rabbitmq:3-management,wordpress:6.4,0,0
rabbitmq:3-management,ghost:5-alpine,0,0
rabbitmq:3-management,node:20,0,0
rabbitmq:3-management,node:20-alpine,0,0
rabbitmq:3-management,node:18-alpine,0,0
rabbitmq:3-management,flink:1.18,0,0
rabbitmq:3-management,eclipse-temurin:17,0,0
rabbitmq:3-management,eclipse-temurin:17-jdk-jammy,0,0
rabbitmq:3-management,eclipse-temurin:21,0,0
rabbitmq:3-management,php:8.2-apache,0,0
rabbitmq:3-management,php:8.2-fpm,0,0
rabbitmq:3-management,ruby:3.2,0,0
rabbitmq:3-management,perl:5.38,0,0
rabbitmq:3-management,rust:1.76,0,0
rabbitmq:3-management,rust:1.76-slim,0,0
rabbitmq:3-management,prom/prometheus:v2.52.0,0,0
rabbitmq:3-management,logstash:8.13.0,0,0
rabbitmq:3-management,telegraf:1.30,0,0
