case,base_requests,target_requests,cache_scale,wan_mb_s,policy,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,evicted_mb_mean,evicted_mb_ci95,refused_cache_mb_mean,refused_cache_mb_ci95
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,l_lru,5,69.33180962466601,5.960491778632031,152.99184829192055,22.73109003579444,157.42684829192055,17.181055846798852,13935.0,1269.2317050814636,3262.8,710.8069289728681,10810.0,1217.8710960412845,6933.8,845.6948114778994
drtp_img88_cacheonly_1024mb_200,200,100,0.5,100.0,p2p_sjf,5,81.74159038046429,4.252612064470024,141.03093576800353,12.115966861727891,148.05775357330091,6.796405343312562,14541.6,879.0157426372748,2656.2,761.8708609546895,10416.8,1616.9303791816887,7051.0,1166.4314649583146
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,c_lru,5,437.0436423281161,35.206300357577376,682.6178385582011,53.64521449958566,683.6700844246033,53.6918955481026,6433.4,513.6084651726059,9654.0,2217.9109072544816,14360.6,1723.6659029691805,243.0,320.042823574596
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,cloud_fifo,5,852.1893606658329,75.56289373704162,1534.2599999999966,147.00099818184026,1608.7399999999957,172.51770436356276,16087.4,1725.1770436356262,0.0,0.0,15599.2,2464.2834226614114,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,cloud_sjf,5,839.25232742248,51.357548947955834,1524.78,150.36189073194848,1608.74,172.5177043635626,16087.4,1725.1770436356262,0.0,0.0,14493.6,1918.463172613579,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,d_lease,5,397.824024365316,34.082662300570114,623.0653950462963,61.04516968202971,629.2048356382276,54.55276406079099,6016.2,652.804244994041,10071.2,2270.368091827367,14261.8,2421.832643678716,628.6,501.53923702394405
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,l_lease,5,403.01968624500967,27.524264470225262,632.376136117725,58.253476873509975,639.3963442361112,51.115907892956045,6126.8,680.6089667612672,9960.6,2349.730208174751,14372.4,2368.4916919678985,580.8,547.2336059306299
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,l_lru,5,418.6025370211022,28.15596134240782,667.797579460979,60.301987621831714,692.0443500297621,49.55223825765067,6851.8,576.4024259191142,9235.6,2209.089904917624,14715.0,2396.6306252143236,274.8,259.5959297628528
drtp_img88_cacheonly_1024mb_200,200,100,1.0,10.0,p2p_sjf,5,634.9561834854698,45.320662473418295,1199.5281015038054,121.68144932780412,1234.86,108.69036548946532,12348.6,1086.9036548946551,3738.8,1823.2393946223956,14506.2,1908.0670765997297,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1.0,30.0,c_lru,5,151.19325086815,12.008109548467226,249.27223983668154,14.933673588399092,255.02330638938489,18.200459391597324,6456.8,462.12971727410047,9630.6,2154.9166640100398,14331.4,1648.6323949347104,243.0,320.042823574596
drtp_img88_cacheonly_1024mb_200,200,100,1.0,30.0,cloud_fifo,5,284.0631202219447,25.18763124568054,511.41999999999985,49.000332727280046,536.2466666666667,57.505901454520796,16087.4,1725.1770436356262,0.0,0.0,15599.2,2464.2834226614114,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1.0,30.0,cloud_sjf,5,279.7507758074933,17.1191829826517,508.25999999999993,50.12063024398282,536.2466666666667,57.505901454520924,16087.4,1725.1770436356262,0.0,0.0,14493.6,1918.463172613579,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1.0,30.0,d_lease,5,140.39411191682854,10.807122395762347,236.5786520623524,16.25003370957297,243.2337051993184,13.466522715020178,6016.2,652.804244994041,10071.2,2270.368091827367,14268.2,2397.5343739161362,382.8,274.5762915982368
