base_requests,target_requests,cache_scale,wan_mb_s,baseline,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,p2p_offload_pct_mean,p2p_offload_pct_ci95,runtime_ms_mean,runtime_ms_ci95
200,100,2.0,30.0,metapipe_reactive_style,20,21.56879880318482,4.140751833854586,85.07002910138603,9.399932181055126,97.28199163277861,9.819701364663626,2719.3,287.07606616646046,5089.9,730.8939641502801,64.26873586869074,3.825347232620595,88.79550322890282,7.338339983399755
200,100,2.0,30.0,peersync_style,20,18.487555081412143,4.176586313914496,72.55527554232806,10.331248269904066,80.50209363343257,10.004923876291379,2245.25,270.2657657072394,5563.95,755.6571619708944,70.42109434108717,3.8529652565426655,130.08051812648773,9.863446948259655
200,100,2.0,30.0,registry,20,64.02802714629537,12.273001357487406,241.47333333333302,26.3560864530713,260.3066666666664,26.699742911852578,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,61.94916516542435,3.6973582490379946
200,100,2.0,100.0,dragonfly_style,20,7.3070891363747865,1.3165405806138106,28.26490806888005,3.072052354206243,34.19393921579032,2.6565841201808658,2568.3,300.3974117397161,5240.9,713.448198814027,66.39355065850378,3.860144841726847,76.14641152322292,5.192864973528649
200,100,2.0,100.0,ilrsa_style,20,24.853974891779913,4.504461426598883,78.02145833333337,8.341165056916104,79.34075000000006,7.999666754381431,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,95.69327682256699,9.497401921001694
200,100,2.0,100.0,metapipe_reactive_style,20,7.449639756947211,1.3294240215939679,30.181617520059678,3.186938312181517,39.0841925649249,2.854517896867338,2673.75,303.1203814998074,5135.45,732.5276136066252,64.88088893572238,4.021456235099347,91.51241257786751,7.6353056365167555
200,100,2.0,100.0,peersync_style,20,7.001302463435857,1.2219465433233947,26.68307791633816,2.7691186470262266,33.4898205236651,2.5117382120282503,2245.25,270.2657657072394,5563.95,755.6571619708944,70.42109434108717,3.8529652565426655,131.08072467148304,8.595508023172629
200,100,2.0,100.0,registry,20,19.228573355425574,3.6813329090653903,72.44199999999998,7.906825935921402,79.34074999999999,7.999666754381439,7809.2,800.9922873555761,0.0,0.0,0.0,0.0,61.92198731005192,3.704573555309865
500,250,0.5,10.0,dragonfly_style,20,689.1624590964082,17.57308872706325,1289.1279563492071,54.276198844407794,1350.6700000000008,41.97232903333747,13506.7,419.7232903333733,2604.4,350.7615600516411,16.00709496677223,1.6759530791090682,115.71962386369705,5.636470785388878
500,250,0.5,10.0,ilrsa_style,20,1117.278441808098,52.83029429530362,1605.744999999999,62.78785275642081,1611.1099999999976,62.420777583458715,16111.1,624.2077758345883,0.0,0.0,0.0,0.0,233.50436128675938,13.440333128821715
500,250,0.5,10.0,metapipe_reactive_style,20,595.0794425045917,16.768488020450352,1233.6444047619048,57.695365750863594,1312.266,49.63246466889234,13122.65,496.3212720817216,2988.45,378.15109545800726,18.44277284970651,1.9700500519549815,160.34682728350163,7.906098368518298
500,250,0.5,10.0,peersync_style,20,643.0311363611194,16.903430537802652,1199.1712896825404,51.95090168584201,1261.1800000000007,35.751126126433945,12611.8,357.5112612643382,3499.3,348.2170610395861,21.554486964997253,1.4165444105843605,186.63206472992897,7.872203080698315
500,250,0.5,10.0,registry,20,874.4689385755815,37.79925377924011,1507.1399999999985,61.02681955358146,1611.109999999998,62.42077758345868,16111.1,624.2077758345883,0.0,0.0,0.0,0.0,99.19910617172718,4.287793005700472
