case,base_requests,target_requests,seed,cache_scale,wan_mb_s,policy,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,total_transfer_mb,evicted_mb,refused_cache_mb,max_lease_mb
drtp_img88_cacheonly_1024mb_200,200,100,1,0.5,100.0,d_lease,94,6,58.139949131517476,99.50007043703704,125.37090377037038,11390.0,3961.0,15351.0,9843.0,5935.0,239.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,cloud_fifo,94,6,917.9446808510631,1734.0999999999965,1838.1999999999969,18382.0,0.0,18382.0,18803.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,cloud_sjf,94,6,905.5457446808516,1734.1000000000001,1838.2,18382.0,0.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,p2p_sjf,94,6,630.0668910225843,1210.0,1210.0,12100.0,6282.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,c_lru,94,6,393.7861569930739,620.1200000000001,620.1200000000001,5871.0,12511.0,18382.0,16668.0,596.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,l_lru,94,6,386.8057125369388,603.3094569609791,656.5884788690478,6394.0,11988.0,18382.0,17946.0,394.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,l_lease,94,6,370.3676049467731,570.8246860119049,587.4146860119049,5360.0,13022.0,18382.0,17618.0,394.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,10.0,d_lease,94,6,363.9748755320905,567.9568288690479,584.5468288690479,5360.0,13022.0,18382.0,17618.0,394.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,cloud_fifo,94,6,305.98156028368794,578.0333333333331,612.7333333333337,18382.0,0.0,18382.0,18803.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,cloud_sjf,94,6,301.8485815602836,578.0333333333333,612.7333333333333,18382.0,0.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,p2p_sjf,94,6,207.1566315794523,411.70958548950165,418.2,12546.0,5836.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,c_lru,94,6,137.90899666264818,230.83083333333335,234.52666666666667,5996.0,12386.0,18382.0,16522.0,596.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,l_lru,94,6,138.15336757633185,233.10912335390935,240.9799566872427,5951.0,12431.0,18382.0,16397.0,947.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,l_lease,94,6,133.46122231389765,225.1339470899471,241.7239470899471,5360.0,13022.0,18382.0,17618.0,394.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,30.0,d_lease,94,6,130.91124697060772,224.13562369194597,239.98925557221247,5360.0,13022.0,18382.0,17618.0,394.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,cloud_fifo,94,6,91.82602836879424,173.40999999999983,186.78666666666663,18382.0,0.0,18382.0,18803.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,cloud_sjf,94,6,90.61769503546095,173.40999999999994,186.7866666666666,18382.0,0.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,p2p_sjf,94,6,62.63331545397637,124.41117384582539,129.50079902992775,11769.0,6613.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,c_lru,94,6,46.42798885398053,99.74497895415672,99.74497895415672,5843.0,12539.0,18382.0,17118.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,l_lru,94,6,45.62676132786201,91.97613122323587,95.67196455656921,6105.0,12277.0,18382.0,16922.0,394.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,l_lease,94,6,43.86394025720084,88.26420994541041,91.96004327874375,5361.0,13021.0,18382.0,16035.0,947.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,1.0,100.0,d_lease,94,6,42.99243989960042,88.19302548882322,91.88885882215656,5361.0,13021.0,18382.0,16588.0,394.0,458.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,cloud_fifo,95,5,205.08315789473687,878.4999999999999,929.2999999999997,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,cloud_sjf,95,5,162.71473684210528,885.1000000000001,929.3000000000002,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,p2p_sjf,95,5,32.142666449561396,177.2385400462963,198.7875,1877.0,7416.0,9293.0,9719.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,c_lru,95,5,27.613723806804337,153.4478888888889,176.63961111111112,1746.0,7547.0,9293.0,9529.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,l_lru,95,5,26.597483333333333,153.369,176.7185,1746.0,7547.0,9293.0,9000.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,l_lease,95,5,23.76475789473684,121.84108333333334,150.1875,1391.0,7902.0,9293.0,8097.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,10.0,d_lease,95,5,23.76475789473684,121.84108333333334,150.1875,1391.0,7902.0,9293.0,8097.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,cloud_fifo,95,5,68.36105263157889,292.8333333333329,309.7666666666664,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,cloud_sjf,95,5,54.23824561403508,295.0333333333333,309.76666666666665,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,p2p_sjf,95,5,11.694352829330915,53.529567301097394,68.62083333333334,1726.0,7567.0,9293.0,9863.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,c_lru,95,5,10.703248806987085,51.461330690586415,65.95950264274691,1746.0,7547.0,9293.0,9646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,l_lru,95,5,10.335106754385963,51.435574999999986,65.98525833333332,1746.0,7547.0,9293.0,9055.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,l_lease,95,5,9.464197456140349,46.26304166666666,57.45416666666666,1391.0,7902.0,9293.0,8117.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,30.0,d_lease,95,5,9.464197456140349,46.26304166666666,57.45416666666666,1391.0,7902.0,9293.0,8117.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,cloud_fifo,95,5,20.560175438596488,87.85000000000007,95.77000000000007,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,cloud_sjf,95,5,16.301368421052633,88.51000000000002,95.77000000000001,9293.0,0.0,9293.0,8646.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,p2p_sjf,95,5,5.338425386189906,28.097783845522315,37.49289997742053,2612.0,6681.0,9293.0,8775.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,c_lru,95,5,5.027199062029391,26.1317294992019,36.644033012909354,1817.0,7476.0,9293.0,8037.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,l_lru,95,5,5.1335801043494165,26.35922277777778,36.38831774739583,1391.0,7902.0,9293.0,8767.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,l_lease,95,5,4.818109660434942,26.35922277777778,36.059222777777784,1391.0,7902.0,9293.0,8005.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,1,2.0,100.0,d_lease,95,5,4.818109660434942,26.35922277777778,36.059222777777784,1391.0,7902.0,9293.0,8005.0,0.0,786.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,cloud_fifo,97,3,979.102061855669,1799.0999999999988,1846.2999999999988,18463.0,0.0,18463.0,11727.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,cloud_sjf,97,3,1097.3536082474225,1799.1000000000008,1846.3000000000009,18463.0,0.0,18463.0,11923.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,p2p_sjf,97,3,864.4765223652305,1478.2257567542074,1495.4999999999998,14955.0,3508.0,18463.0,11923.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,c_lru,97,3,715.0532111151886,1388.3,1388.3,13883.0,4580.0,18463.0,11722.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,l_lru,97,3,735.112799296351,1491.1000000000001,1491.1000000000001,14911.0,3552.0,18463.0,11843.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,l_lease,97,3,701.8448663226834,1423.4999999999998,1423.4999999999998,14235.0,4228.0,18463.0,10441.0,8205.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,10.0,d_lease,97,3,698.4616092088037,1415.6999999999998,1415.6999999999998,14157.0,4306.0,18463.0,10142.0,8405.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,cloud_fifo,97,3,326.3673539518903,599.7000000000005,615.433333333334,18463.0,0.0,18463.0,11727.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,cloud_sjf,97,3,365.78453608247423,599.6999999999998,615.4333333333332,18463.0,0.0,18463.0,11923.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,p2p_sjf,97,3,288.59179957902825,492.4157768249967,498.50000000000006,14955.0,3508.0,18463.0,11471.0,7375.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,c_lru,97,3,238.90191129153592,462.7666666666667,462.7666666666667,13883.0,4580.0,18463.0,11722.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,l_lru,97,3,245.08433424114207,497.03333333333336,497.03333333333336,14911.0,3552.0,18463.0,11843.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,l_lease,97,3,234.219985706201,474.50000000000006,474.50000000000006,14235.0,4228.0,18463.0,10441.0,8205.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,30.0,d_lease,97,3,232.0270784767517,471.9000000000001,471.9000000000001,14157.0,4306.0,18463.0,10703.0,7811.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,cloud_fifo,97,3,97.91881443298959,179.9099999999998,185.4649999999998,18463.0,0.0,18463.0,11727.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,cloud_sjf,97,3,109.74396907216489,179.90999999999997,185.46499999999997,18463.0,0.0,18463.0,11923.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,p2p_sjf,97,3,87.69026976414101,149.18286830919308,152.94829774932043,15159.0,3304.0,18463.0,11923.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,c_lru,97,3,74.24681591306961,155.74211002733097,155.74211002733097,13869.0,4594.0,18463.0,11677.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,l_lru,97,3,75.39260736241071,165.36232059696383,165.36232059696383,14831.0,3632.0,18463.0,11843.0,6981.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,l_lease,97,3,72.13354625720383,158.1588872910905,158.1588872910905,14235.0,4228.0,18463.0,10441.0,8205.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,0.5,100.0,d_lease,97,3,71.51426354025668,157.43185257038215,157.43185257038215,14157.0,4306.0,18463.0,10703.0,7811.0,250.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,cloud_fifo,97,3,771.3731958762884,1419.6999999999996,1494.4999999999989,14945.0,0.0,14945.0,14991.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,cloud_sjf,97,3,793.1113402061853,1423.9,1494.5,14945.0,0.0,14945.0,13649.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,p2p_sjf,97,3,596.7595941599612,1052.6360329708014,1155.3999999999999,11554.0,3391.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,c_lru,97,3,466.2217686130009,736.25,736.25,6919.0,8026.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,l_lru,97,3,445.0224215037676,736.1182208994707,742.3999999999997,7424.0,7521.0,14945.0,14520.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,l_lease,97,3,429.7238029530407,697.183333333333,697.183333333333,6824.0,8121.0,14945.0,13302.0,887.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,10.0,d_lease,97,3,429.7238029530407,697.183333333333,697.183333333333,6824.0,8121.0,14945.0,13302.0,887.0,459.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,cloud_fifo,97,3,257.1243986254297,473.23333333333386,498.1666666666674,14945.0,0.0,14945.0,14991.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,cloud_sjf,97,3,264.3704467353953,474.63333333333327,498.16666666666663,14945.0,0.0,14945.0,13649.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,p2p_sjf,97,3,199.38070645787653,349.4259540487204,385.1333333333333,11554.0,3391.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,c_lru,97,3,159.13033268018702,257.2433333333333,272.0266666666666,6919.0,8026.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,l_lru,97,3,153.84823688091862,259.94495157134435,259.94495157134435,7096.0,7849.0,14945.0,14020.0,151.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,l_lease,97,3,149.47698569426703,257.0570612533037,257.0570612533037,6824.0,8121.0,14945.0,13299.0,151.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,30.0,d_lease,97,3,149.47698569426703,257.0570612533037,257.0570612533037,6824.0,8121.0,14945.0,13299.0,151.0,459.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,cloud_fifo,97,3,77.16711340206173,141.96999999999986,151.21499999999978,14945.0,0.0,14945.0,14991.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,cloud_sjf,97,3,79.3475257731959,142.39,151.21499999999997,14945.0,0.0,14945.0,13649.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,p2p_sjf,97,3,62.046208812681094,124.74058285378756,124.74058285378756,12443.0,2502.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,c_lru,97,3,52.51472911577366,98.89954701105057,109.98704701105058,6919.0,8026.0,14945.0,13712.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,l_lru,97,3,52.125143180558425,106.35943405275836,106.35943405275836,7097.0,7848.0,14945.0,13996.0,151.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,l_lease,97,3,50.03278323841248,102.87077471784518,102.87077471784518,6824.0,8121.0,14945.0,13299.0,151.0,394.0
drtp_img88_cacheonly_1024mb_200,200,100,2,1.0,100.0,d_lease,97,3,50.03278323841248,102.87077471784518,102.87077471784518,6824.0,8121.0,14945.0,13299.0,151.0,459.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,cloud_fifo,96,4,267.20104166666664,927.6999999999995,943.1999999999995,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,cloud_sjf,96,4,232.08854166666666,927.7000000000002,943.2000000000002,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,p2p_sjf,96,4,82.56581944444441,282.84624999999994,319.6874999999999,3086.0,6346.0,9432.0,9541.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,c_lru,96,4,78.4220060763889,271.64624999999995,308.48749999999995,2974.0,6458.0,9432.0,9541.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,l_lru,96,4,75.26825868055556,256.4421666666667,304.20000000000005,3042.0,6390.0,9432.0,9460.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,l_lease,96,4,61.383027777777784,216.383,263.70000000000005,2637.0,6795.0,9432.0,9893.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,10.0,d_lease,96,4,61.383027777777784,216.383,263.70000000000005,2637.0,6795.0,9432.0,9893.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,cloud_fifo,96,4,89.06701388888872,309.23333333333284,314.3999999999995,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,cloud_sjf,96,4,77.36284722222221,309.2333333333333,314.4,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,p2p_sjf,96,4,28.139650173611113,98.585875,110.82083333333334,2992.0,6440.0,9432.0,9485.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,c_lru,96,4,27.211507378472216,96.41920833333334,108.65416666666668,2927.0,6505.0,9432.0,9485.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,l_lru,96,4,26.842532986111113,93.48466666666666,108.78466666666665,3036.0,6396.0,9432.0,9454.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,l_lease,96,4,22.34043576388889,79.04883333333333,94.34883333333333,2637.0,6795.0,9432.0,9893.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,30.0,d_lease,96,4,22.34043576388889,79.04883333333333,94.34883333333333,2637.0,6795.0,9432.0,9893.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,cloud_fifo,96,4,26.73221354166668,92.77000000000014,94.70750000000014,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,cloud_sjf,96,4,23.220963541666663,92.77000000000001,94.70750000000001,9432.0,0.0,9432.0,9544.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,p2p_sjf,96,4,9.138783750067818,34.94875322265625,38.3594140625,3524.0,5908.0,9432.0,9440.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,c_lru,96,4,9.32416357998318,34.94875322265625,44.29156861979166,2637.0,6795.0,9432.0,9440.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,l_lru,96,4,8.971766644675926,33.68628,38.22172,2862.0,6570.0,9432.0,9504.0,0.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,l_lease,96,4,8.937237130787036,33.68628,37.105847,2637.0,6795.0,9432.0,9388.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,2,2.0,100.0,d_lease,96,4,8.937237130787036,33.68628,37.105847,2637.0,6795.0,9432.0,9388.0,0.0,542.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,cloud_fifo,97,3,971.8639175257722,1576.1000000000008,1634.4000000000008,16344.0,0.0,16344.0,9170.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,cloud_sjf,97,3,979.8886597938146,1579.0999999999997,1634.3999999999996,16344.0,0.0,16344.0,9385.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,p2p_sjf,97,3,793.0728317815007,1408.6121630115226,1421.4,14214.0,2130.0,16344.0,9385.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,c_lru,97,3,634.2264968860882,1220.1000000000001,1308.8000000000002,13088.0,3256.0,16344.0,9438.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,l_lru,97,3,650.5669468308517,1321.7,1410.4,14104.0,2240.0,16344.0,9406.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,l_lease,97,3,636.8748747477227,1293.8000000000002,1382.5000000000002,13825.0,2519.0,16344.0,9541.0,7315.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,10.0,d_lease,97,3,639.2851369797631,1293.8,1382.5,13825.0,2519.0,16344.0,9578.0,7315.0,248.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,cloud_fifo,97,3,323.95463917525797,525.3666666666669,544.8000000000002,16344.0,0.0,16344.0,9170.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,cloud_sjf,97,3,326.62955326460497,526.3666666666668,544.8000000000001,16344.0,0.0,16344.0,9385.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,p2p_sjf,97,3,264.50354891822593,468.89305693853476,473.79999999999995,14214.0,2130.0,16344.0,9385.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,c_lru,97,3,218.13844073724132,413.4,442.96666666666664,13289.0,3055.0,16344.0,9415.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,l_lru,97,3,216.93233613520752,440.5666666666666,470.13333333333327,14104.0,2240.0,16344.0,9406.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,l_lease,97,3,212.3185527665126,431.26666666666665,460.8333333333333,13825.0,2519.0,16344.0,9541.0,7315.0,225.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,30.0,d_lease,97,3,213.1128154720164,431.2666666666667,460.83333333333337,13825.0,2519.0,16344.0,9578.0,7315.0,248.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,100.0,cloud_fifo,97,3,97.2605498281786,157.6099999999997,167.12666666666638,16344.0,0.0,16344.0,9170.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,100.0,cloud_sjf,97,3,98.02687285223365,157.91000000000003,167.1266666666667,16344.0,0.0,16344.0,9385.0,7315.0,0.0
drtp_img88_cacheonly_1024mb_200,200,100,3,0.5,100.0,p2p_sjf,97,3,79.5380863143926,140.12085861937234,143.86942758708517,14237.0,2107.0,16344.0,8418.0,8103.0,0.0
